qmof-a075c95,3.89008
qmof-2cfc395,4.32952
qmof-19fcfb8,4.52084
qmof-493832f,4.10354
qmof-04bb963,3.20965
qmof-41ba790,7.14705
qmof-e4c44a2,5.81908
qmof-5f02392,5.42555
qmof-c82daac,4.04719
qmof-baa9e72,7.45296
qmof-99811c4,6.64982
qmof-c213e54,6.02111
qmof-3922013,4.87456
qmof-8be85a4,4.6507
qmof-8d641bc,6.64116
qmof-c288dff,4.04636
qmof-ff6a634,3.51988
qmof-0a86756,4.89027
qmof-4759164,3.75666
qmof-d5e6031,6.81317
qmof-fc9b6fb,4.17172
qmof-cbb978c,4.24453
qmof-e9c75ec,3.74989
qmof-c6a024f,7.45552
qmof-e4e7c8a,7.42187
qmof-cd372a1,3.24778
qmof-643a687,3.62077
qmof-55638ef,6.51236
qmof-516c757,6.40548
qmof-b45999a,4.5735
qmof-61b7fa5,5.6078
qmof-d53409f,4.31224
qmof-a6675c1,5.32946
qmof-16501b0,5.43618
qmof-8804440,6.72427
qmof-c5f786c,2.93042
qmof-7953340,1.72888
qmof-ca0f1bb,4.0283
qmof-de1f55e,4.57864
qmof-5b45378,4.11371
qmof-92814dc,2.52542
qmof-4846b1b,6.20554
qmof-13baab5,6.34737
qmof-5400c4d,6.81764
qmof-6a1b02d,4.39542
qmof-1088b38,4.4874
qmof-39faf76,6.26399
qmof-52dc25d,4.20024
qmof-37e4d9d,6.60829
qmof-034e9af,4.72355
qmof-05e1da7,5.27326
qmof-2941470,3.49794
qmof-2416924,6.94169
qmof-4a00ee0,4.48026
qmof-d6992f4,2.59598
qmof-aa0cfe7,7.11865
qmof-aac42c8,4.85189
qmof-82162f7,5.10895
qmof-1b83b8b,4.04099
qmof-43a9124,2.80618
qmof-ba6a246,4.86693
qmof-2290d6d,2.39714
qmof-e1e57f0,6.12352
qmof-c6f48da,4.31709
qmof-308fde1,3.1542
qmof-eb1fb4c,5.83099
qmof-79a6265,3.82014
qmof-b217014,4.54999
qmof-da53b42,4.09107
qmof-f02b7e5,4.97551
qmof-80e68a3,4.81609
qmof-72594f7,3.64956
qmof-508007f,6.46432
qmof-d3f6f04,3.04653
qmof-89b9880,4.17662
qmof-e8169c3,2.79045
qmof-c5741d9,4.2013
qmof-c8b91c4,6.67318
qmof-7538884,2.74233
qmof-c6e619f,3.15449
qmof-d5e7f66,4.98512
qmof-976e1ff,3.96077
qmof-362845f,3.89111
qmof-1adaa9b,4.43001
qmof-d08ab23,4.56736
qmof-855bf9c,3.84314
qmof-9621c39,6.71126
qmof-9c173b5,4.52394
qmof-8666fd2,5.09028
qmof-108a191,4.77404
qmof-c26f09c,5.48869
qmof-dcd8104,4.9176
qmof-c237471,3.79771
qmof-33c75d7,4.1416
qmof-d260db4,3.91542
qmof-48ecb3b,4.68646
qmof-d1f791b,4.66725
qmof-379302a,2.15125
qmof-a303212,4.33009
qmof-e40f7eb,3.84689
qmof-9f90a7e,3.6682
qmof-ce14def,3.80041
qmof-480b093,3.29896
qmof-8d1a68a,3.8431
qmof-d00d150,3.60232
qmof-82d9500,3.5669
qmof-50413d8,3.78792
qmof-d8e2563,3.59464
qmof-27a6bf9,3.791
qmof-7c1f909,3.79609
qmof-6203b43,3.61699
qmof-5c17b15,5.89059
qmof-f39f138,4.35228
qmof-e2ec095,6.5088
qmof-d65b5bf,6.43186
qmof-17124a7,4.46284
qmof-2f09f08,3.84702
qmof-4d40eaa,6.45331
qmof-19002f5,4.22404
qmof-bf8310b,3.16197
qmof-12e7e3d,4.62268
qmof-136fa43,3.9759
qmof-57d8d0a,7.10903
qmof-3b44779,2.60143
qmof-f19872f,2.738
qmof-b6f0cb7,2.75349
qmof-0f0c1d0,7.14309
qmof-dd89c20,5.55664
qmof-0234a03,5.02118
qmof-b2d2517,4.99144
qmof-ff2b2ac,3.98289
qmof-934ba54,4.36793
qmof-c5e9015,4.24287
qmof-f47c6af,3.38738
qmof-c9f70f1,5.57558
qmof-bec0a90,4.26709
qmof-2367406,3.48003
qmof-f1284a0,3.12595
qmof-7b9dc87,4.21979
qmof-d83e85c,4.60161
qmof-6e89a67,4.35202
qmof-0ffb4d8,6.46869
qmof-2967134,2.86798
qmof-d1e1b87,4.3158
qmof-7c055d2,3.72853
qmof-8781cc3,5.94853
qmof-694fdb2,3.6002
qmof-2f1cd7a,4.86158
qmof-fa69f14,4.33346
qmof-9914ceb,3.40188
qmof-d6632db,3.50641
qmof-bfae863,2.24448
qmof-31e129f,6.51137
qmof-6667c00,6.34192
qmof-71a9211,4.54075
qmof-43b545f,4.59788
qmof-76eb3c2,4.95079
qmof-ecbc8f8,5.06239
qmof-0f25712,3.6384
qmof-a83960a,6.38186
qmof-137c759,3.94198
qmof-07ef212,3.6352
qmof-abf8164,3.8648
qmof-84c7abb,5.43561
qmof-86890b0,3.96168
qmof-7af20fe,1.49738
qmof-ae94ce0,3.11933
qmof-7810936,3.7574
qmof-b7eac83,2.85332
qmof-5433888,3.03325
qmof-a5eb56b,3.10943
qmof-8547db1,6.39604
qmof-2d83ac3,3.78879
qmof-ce719c0,4.44509
qmof-56ace0f,6.15475
qmof-3787d32,2.68739
qmof-c158621,4.88251
qmof-0457eae,6.16626
qmof-ee9cb10,3.8488
qmof-cfe9c1c,4.07977
qmof-47cbbc2,6.29445
qmof-7144491,5.25592
qmof-a6ec3b8,2.92921
qmof-cb22aa8,7.16861
qmof-62f1dcc,3.73914
qmof-06f215e,3.04963
qmof-3317db7,6.17923
qmof-b60c035,4.75721
qmof-0eb3aaf,5.36897
qmof-ef62024,3.64723
qmof-cdca546,6.67468
qmof-99a13dc,3.40066
qmof-83d54f4,7.0623
qmof-746d85f,3.07045
qmof-58d9e85,3.221
qmof-c45b2d5,4.66162
qmof-c3d89c2,4.83621
qmof-b0f27f3,4.16413
qmof-b9a1228,3.3902
qmof-ccded81,2.9632
qmof-16dfff2,5.78402
qmof-11b15c6,4.7329
qmof-537f6ec,4.54676
qmof-1773abb,4.5174
qmof-d8e2d5a,4.24049
qmof-859b831,4.71507
qmof-c2973f6,4.02174
qmof-0556e4a,3.52803
qmof-45846c3,4.42195
qmof-edb3d86,6.63336
qmof-204308b,4.05978
qmof-6060b72,5.31113
qmof-e954d84,4.30955
qmof-5670f96,3.80455
qmof-9462beb,3.57764
qmof-58c51cc,6.51429
qmof-61aef3f,4.02532
qmof-15daa44,3.62117
qmof-78ccc0f,7.48944
qmof-770da4b,6.65192
qmof-0be35a0,2.43982
qmof-e2baa0d,4.09897
qmof-d841e1f,3.90039
qmof-a2f692c,3.07931
qmof-b7ec66e,3.3788
qmof-e37cd72,4.75463
qmof-9cc3331,5.30593
qmof-8b9d04c,3.34633
qmof-410f77a,3.38825
qmof-bf1e290,3.38079
qmof-dfe761c,6.14737
qmof-740601d,4.57559
qmof-55cc832,3.12843
qmof-2f2b6f8,6.01177
qmof-b1b5126,3.43149
qmof-02875e0,4.05846
qmof-2e677ab,6.23526
qmof-b2a0a76,3.48585
qmof-45d40cb,4.00088
qmof-614141f,4.99527
qmof-32f666c,5.75142
qmof-beeff21,2.17486
qmof-a55c82c,4.8088
qmof-313a762,4.59539
qmof-e686033,4.14419
qmof-118a864,5.21712
qmof-80ff2f8,3.73324
qmof-4e88a03,3.42921
qmof-72d353f,4.43888
qmof-d135d88,6.28974
qmof-28949da,5.56487
qmof-0190167,5.20409
qmof-64e3aa0,4.64603
qmof-17de1ea,4.26533
qmof-2e15076,4.14453
qmof-f9b8307,4.87158
qmof-fe96a80,2.47953
qmof-4438bc6,6.53079
qmof-19ccc4f,6.53952
qmof-30e9498,3.37927
qmof-b0969e6,6.45978
qmof-462668c,4.56569
qmof-5fa42a7,3.03636
qmof-b07ce39,3.59629
qmof-0088633,6.1182
qmof-babba36,3.64777
qmof-0ae2a1b,3.93922
qmof-c22f0dd,3.41353
qmof-4387803,4.53821
qmof-4acd25f,5.63573
qmof-d9a708b,3.58695
qmof-ad68593,3.69211
qmof-cd26d9d,4.56595
qmof-c9b3d14,4.07139
qmof-4c0d455,4.52586
qmof-35fc9d0,3.24058
qmof-3634e74,3.12826
qmof-0bbd918,3.56596
qmof-1c5ef47,4.99392
qmof-fa82b98,4.62829
qmof-88a7d5a,4.37768
qmof-d8f54c1,2.17934
qmof-75b0794,2.23692
qmof-aa18cd2,4.4143
qmof-1c906c4,3.57608
qmof-191c415,4.61394
qmof-1a5456b,4.62554
qmof-2a12314,3.75449
qmof-748d5a0,4.53789
qmof-d587666,2.70814
qmof-235700c,5.35936
qmof-80aae80,3.95687
qmof-639084b,6.38591
qmof-40b4231,6.14837
qmof-e8e4dc5,4.96775
qmof-1212d08,6.15456
qmof-4cff130,5.14737
qmof-7ef0e18,4.36879
qmof-5c1675f,4.52753
qmof-29aefb0,4.61288
qmof-bd45ea2,4.18097
qmof-7112b88,3.24158
qmof-5950fb0,4.30006
qmof-33cc193,6.23067
qmof-cacd1c8,3.27788
qmof-2f8901b,4.45952
qmof-1fe23f7,4.92608
qmof-79e46ad,4.54242
qmof-a730e22,3.20929
qmof-a2d4eaa,4.23559
qmof-da91405,4.28585
qmof-4c61e1e,3.79964
qmof-01fcf4b,4.04851
qmof-76932b3,4.1633
qmof-a92c7de,2.94276
qmof-86d10b6,3.59461
qmof-858bc51,4.25776
qmof-dc83d41,4.89188
qmof-6e83af2,4.23481
qmof-313ba41,2.58919
qmof-398b764,3.79298
qmof-fec1478,3.79732
qmof-81946c9,3.55129
qmof-4493e93,3.70181
qmof-cd46c95,4.03457
qmof-9d96a3f,4.03446
qmof-21f2fac,4.14481
qmof-8908571,5.99403
qmof-75577f5,2.57744
qmof-ca3f908,5.4807
qmof-67b33e8,2.30625
qmof-8469bbb,3.28223
qmof-4208484,2.7448
qmof-925b718,6.24085
qmof-4fa1780,5.98245
qmof-760037b,3.83287
qmof-4fbba74,3.8378
qmof-9a71eae,4.51483
qmof-fe2bc2d,4.02579
qmof-fa83326,6.51022
qmof-192c920,5.02396
qmof-ae1b6bd,5.28881
qmof-40981b9,4.24978
qmof-b874271,1.91297
qmof-185bbaf,6.4254
qmof-7670773,5.67686
qmof-d91e33b,6.88557
qmof-a1cd150,5.37652
qmof-15e0df7,2.47983
qmof-dc1402b,3.4707
qmof-f52e2c1,4.25174
qmof-fcceb2e,4.8448
qmof-64828d7,3.45618
qmof-f37b4ac,4.60524
qmof-031685e,5.11358
qmof-b4d8dac,4.93676
qmof-c3eb960,3.04509
qmof-c0a97ea,5.09745
qmof-aaf4daf,6.27671
qmof-6c0cc55,6.40995
qmof-f9b57f1,4.30181
qmof-76ed8fc,3.11516
qmof-ecd30a6,4.52446
qmof-d265887,2.78634
qmof-b22f748,3.11808
qmof-d0649ba,5.01274
qmof-d9218c8,5.00113
qmof-17246e7,6.51996
qmof-679e2ca,7.33912
qmof-b1105ea,3.98584
qmof-8780f49,4.05552
qmof-f17aef1,5.94785
qmof-01346c1,6.76917
qmof-6f5ab21,5.25116
qmof-51966a1,6.81952
qmof-85f8fb2,5.92096
qmof-2b6d068,3.94432
qmof-d3b4687,6.57588
qmof-f8e2658,6.85101
qmof-283a998,4.37756
qmof-083e1f7,4.25266
qmof-b48a0a9,5.23941
qmof-bce7356,4.00034
qmof-4aba664,3.49673
qmof-a6a11b6,2.66085
qmof-2397f35,6.71814
qmof-ea6c0f9,5.18126
qmof-94eb142,1.61627
qmof-a12006c,3.56777
qmof-a579bcf,3.42261
qmof-54b13b3,2.33931
qmof-e0ecc74,3.99199
qmof-413a937,6.29364
qmof-8929658,6.50132
qmof-d007551,3.83495
qmof-61def2f,4.49001
qmof-e9f53c2,4.45357
qmof-8c5c19b,3.40144
qmof-d3b7ad4,4.02194
qmof-1234f76,3.87122
qmof-a219073,3.25894
qmof-8693a64,5.00678
qmof-68fafb3,4.16717
qmof-9cb2899,4.33702
qmof-054db11,4.24505
qmof-6b8f04a,6.06584
qmof-e7ec131,5.68512
qmof-349a88c,6.00583
qmof-1106f49,3.35532
qmof-a432f8e,4.18786
qmof-7edffdc,3.81945
qmof-d43a3be,2.99442
qmof-2264c2b,2.99817
qmof-036e2cc,4.57003
qmof-1d1d359,4.11325
qmof-b24889c,6.19233
qmof-f55c6c1,5.23036
qmof-771df3f,4.59424
qmof-1c4a0c9,4.25705
qmof-6ba5b5d,4.50642
qmof-71e5f47,5.94474
qmof-9e9f1d7,3.36516
qmof-5b470ea,6.59271
qmof-5bc1857,5.17472
qmof-77d7928,4.04541
qmof-df50092,3.97562
qmof-d611084,4.34918
qmof-3ff5349,4.64656
qmof-0cd5578,6.20405
qmof-0e5d254,4.24898
qmof-2029646,6.44293
qmof-a7663ca,3.8013
qmof-3326c2a,4.8971
qmof-dd5a2f4,3.51821
qmof-f5240e6,4.75545
qmof-6f8a3fc,4.80521
qmof-b121520,6.97081
qmof-e05ace4,5.92768
qmof-abb7a68,7.18435
qmof-ff5ca2c,3.76597
qmof-630c138,4.99852
qmof-27df7c3,3.63078
qmof-449b3ee,6.58647
qmof-0baeff6,5.35856
qmof-dbaf834,2.76601
qmof-c931987,6.56836
qmof-9dca13d,6.6163
qmof-700998f,2.89346
qmof-aa83c13,5.57902
qmof-f4c64c4,4.50157
qmof-8bdb6a2,4.27217
qmof-9e9c33f,2.95074
qmof-bc9ad02,4.82439
qmof-c3b4381,4.34667
qmof-49dc93d,6.56895
qmof-9054b9c,3.0028
qmof-a4d765b,4.31563
qmof-ffcaabe,6.20072
qmof-f4581c4,6.79023
qmof-683ccdc,3.42186
qmof-b8c8c2b,5.02547
qmof-fb4e736,4.97635
qmof-061ae68,3.75964
qmof-7508c2e,6.86935
qmof-7e90e52,7.07048
qmof-ee6ac99,6.75441
qmof-6a44e73,6.93131
qmof-3a1e8d9,6.65344
qmof-61a6529,3.73027
qmof-48aaa9f,3.5403
qmof-31b7998,4.37178
qmof-9da79ba,5.58768
qmof-7894e7a,3.69272
qmof-3f041c4,6.75404
qmof-1a5f532,4.52457
qmof-97e3dd9,5.21039
qmof-9df1bb0,3.8962
qmof-316e022,3.90211
qmof-68e5457,6.71833
qmof-5ac24ac,4.5807
qmof-e118da8,4.56811
qmof-40c7632,3.40987
qmof-2dbac39,4.40238
qmof-7b1303e,3.06428
qmof-285773f,4.34725
qmof-3bfaa7a,3.86807
qmof-29ae4a3,3.60831
qmof-0cba3b3,3.6528
qmof-32c25b7,4.63163
qmof-81c0af0,4.59862
qmof-f2b9905,6.10996
qmof-7d96501,6.54638
qmof-9f865ef,0.428368
qmof-c8c6644,0.462275
qmof-edec6e9,4.68338
qmof-da7388e,3.53264
qmof-b7abf3d,3.69041
qmof-475ad16,4.16131
qmof-148947f,6.34636
qmof-09e46be,4.36189
qmof-82f05d3,3.12104
qmof-a9be673,4.66014
qmof-c09da8c,3.95518
qmof-2593fae,4.04573
qmof-f876822,6.26252
qmof-b4b5423,6.75474
qmof-9af4bae,4.70448
qmof-05dadc1,6.14339
qmof-3470a15,4.3252
qmof-d178e9b,4.21017
qmof-7973010,5.39436
qmof-91dacf6,5.41907
qmof-508fff5,4.0282
qmof-0fa4d72,3.8442
qmof-45790a7,3.98787
qmof-10a8bec,4.91401
qmof-cbfd0bc,4.22804
qmof-2bd5eb8,0.745165
qmof-7bab797,4.98435
qmof-0526948,5.24911
qmof-c14118a,5.04869
qmof-f1bc215,3.12881
qmof-9d2522c,4.35232
qmof-b7ca6ca,4.8842
qmof-707a554,4.10802
qmof-3767e26,0.968151
qmof-2f35f0d,2.9779
qmof-cf35b6c,2.55702
qmof-7b6e436,4.52949
qmof-5350baf,5.17443
qmof-3a7368c,2.80982
qmof-3da2ac3,4.47184
qmof-64401e3,4.3976
qmof-3347fec,4.35252
qmof-cad88a0,3.79452
qmof-f528aef,5.67464
qmof-16e6fa0,4.23483
qmof-6fa2d3c,4.2924
qmof-4c113e7,5.15269
qmof-000512e,3.01458
qmof-e697da3,2.75534
qmof-ee1a4a9,6.70622
qmof-67efbe9,2.70402
qmof-9c038df,4.30792
qmof-46e13c3,0.074393
qmof-90bddf0,5.58341
qmof-6d961d0,2.53288
qmof-2a0e4a4,2.99137
qmof-c30f3bc,2.75116
qmof-d3efcef,3.92698
qmof-de11207,6.78187
qmof-fcd4c8c,3.94545
qmof-0c122db,2.6826
qmof-2ae67fa,5.00796
qmof-c679c80,3.9203
qmof-d23528f,5.80594
qmof-c8fe486,1.54325
qmof-0cecd6b,4.19035
qmof-ce2e8c8,3.68203
qmof-bad0c1f,4.15751
qmof-12229f3,3.54038
qmof-721c324,3.71284
qmof-23ab2a1,4.72261
qmof-7337787,2.45546
qmof-ed024a5,4.25368
qmof-3d10714,6.80741
qmof-b59197e,4.00375
qmof-968577c,4.90061
qmof-6279a4d,5.15293
qmof-284eadc,4.10045
qmof-2393523,4.00133
qmof-ecf9ede,2.7144
qmof-486f508,3.30658
qmof-ea3e64b,2.91062
qmof-430eb04,4.41291
qmof-1b6e4f0,4.39612
qmof-4a746e9,3.32838
qmof-d81f26e,4.07212
qmof-53f9751,2.33875
qmof-b7f7543,4.50061
qmof-b77db05,3.92476
qmof-2b3c904,3.68828
qmof-aaea06e,4.01909
qmof-904b4fd,2.73423
qmof-e75ded3,3.56476
qmof-d17d6a6,3.44943
qmof-ee3611d,5.8166
qmof-137f122,6.86391
qmof-933d49a,4.9897
qmof-1ac2507,2.43557
qmof-419320c,2.93255
qmof-48b4ad4,4.07479
qmof-96d0200,4.51248
qmof-f5d6474,4.60871
qmof-3f53bbd,4.96689
qmof-872b235,4.85942
qmof-de78dd0,3.01513
qmof-15e7bac,4.68248
qmof-2a3833a,3.23928
qmof-b36aa7a,3.94675
qmof-8604ab6,4.55548
qmof-961d8a7,3.78737
qmof-6593af7,6.246
qmof-d6c04d9,5.27092
qmof-069478f,3.72421
qmof-9ffadde,4.44415
qmof-5ea429e,4.90346
qmof-64496fb,5.99414
qmof-43a7019,4.49147
qmof-2d80bfd,3.21132
qmof-fe36d0e,4.95765
qmof-5f5f2dc,4.12585
qmof-087c398,3.83329
qmof-e4cd9c2,4.49402
qmof-4aa2b93,4.6603
qmof-d51f680,4.40979
qmof-a160a88,4.20942
qmof-854b146,4.49065
qmof-aa9cbff,4.13359
qmof-fd8c6e6,2.21264
qmof-2da423f,3.31382
qmof-340dc4f,3.81013
qmof-0f0d142,4.25589
qmof-05cf9f3,2.5132
qmof-b5589d4,4.9682
qmof-ba9fbf5,2.62039
qmof-10b84fb,3.51584
qmof-8ed0fbc,4.27123
qmof-eb10d25,4.13743
qmof-fd09389,2.80073
qmof-116061c,2.18455
qmof-614fa01,4.13845
qmof-ca62567,4.68352
qmof-9492dc7,6.4861
qmof-cbf7bfe,1.84955
qmof-cf1fc30,1.70293
qmof-c1aa50a,3.24239
qmof-ba0d6c4,4.41841
qmof-363bce5,6.17328
qmof-7b87b88,2.9544
qmof-10301bb,3.06736
qmof-d4d3c5f,1.55402
qmof-e555160,4.02091
qmof-ea9c8c9,4.7114
qmof-b8d60be,4.65343
qmof-f3cbf20,5.42963
qmof-3435b39,3.23292
qmof-20b40dd,4.78885
qmof-4f885c8,5.25758
qmof-76c8ad5,7.07432
qmof-48ff125,5.0173
qmof-d441feb,2.35764
qmof-9e5c1e4,3.18402
qmof-54f7ee7,1.50511
qmof-5bf27fe,5.37599
qmof-462389a,0.983114
qmof-53e5178,5.58904
qmof-11627b4,4.87245
qmof-f0447b0,4.65642
qmof-ab4d6f5,4.75268
qmof-ae76967,4.78309
qmof-78518e6,5.16039
qmof-ceeb95d,2.90109
qmof-6492d35,2.79804
qmof-da50262,7.35894
qmof-56e9544,3.72177
qmof-12858c4,3.06515
qmof-423f816,3.39125
qmof-f934fdc,3.67982
qmof-ba8f8c6,5.34898
qmof-c61adfd,3.95164
qmof-44f590d,5.26152
qmof-f26e1fa,4.01336
qmof-69314a9,2.65975
qmof-b96fb0a,7.07734
qmof-a880cf1,5.97861
qmof-c888728,4.51337
qmof-ab58af7,4.44092
qmof-7907034,4.73375
qmof-f0d5aa0,4.13659
qmof-cf57844,5.89828
qmof-ac2a33a,6.43848
qmof-a5b4f8a,3.09571
qmof-335b492,2.19523
qmof-efeaa2d,2.4233
qmof-ff08ff7,4.57206
qmof-65a0364,6.0878
qmof-9d80c83,4.19604
qmof-317089d,2.13492
qmof-9bc384e,3.21776
qmof-71d98f1,3.22012
qmof-da2b203,3.85439
qmof-65911a2,3.71833
qmof-58ece63,4.63618
qmof-d64dd12,5.13128
qmof-0f15afa,3.61445
qmof-66e805a,4.13832
qmof-c0841fd,3.08554
qmof-a134189,4.29775
qmof-195c4a9,3.6251
qmof-d1c9be5,6.19728
qmof-4a6ced3,5.17838
qmof-9902b33,4.51145
qmof-a7901c6,2.78408
qmof-ce57f55,2.38824
qmof-8a01ddb,2.996
qmof-3f2cc61,2.81919
qmof-7aa58f3,4.88601
qmof-3a0899f,3.96423
qmof-78e92bb,3.47095
qmof-535a896,6.61718
qmof-57d5556,3.60292
qmof-0ec4fb0,4.48641
qmof-624a8f0,4.08291
qmof-8f65a3c,4.12801
qmof-f85239d,2.08593
qmof-4809ee4,3.09397
qmof-d38ae0b,6.24912
qmof-31d939d,4.45491
qmof-0fe92ef,4.77547
qmof-5cfb629,4.17459
qmof-c124b27,6.05423
qmof-0a8808d,4.3419
qmof-9e3b2f6,4.11393
qmof-b5ec64a,3.39017
qmof-390913b,4.22559
qmof-b57a861,3.11776
qmof-b4e619a,2.61782
qmof-a001d0d,2.59009
qmof-8185826,3.56577
qmof-0a9f80a,4.31904
qmof-92bf85f,3.69543
qmof-2157a06,3.46669
qmof-9d5a46c,2.69345
qmof-2928cd0,4.17474
qmof-61d14dd,1.8065
qmof-5d36d6c,3.33803
qmof-5a0bd7c,3.17545
qmof-3fbfce0,3.85041
qmof-951d08f,6.48668
qmof-c5457b7,3.00602
qmof-c71dee9,2.01182
qmof-df70e6a,2.79533
qmof-2f9cf3e,1.87732
qmof-43f07bb,2.15603
qmof-20f92bb,4.45318
qmof-c2d9ec9,6.69568
qmof-f02d3e0,3.35201
qmof-af3f09a,3.6828
qmof-65a318d,3.61102
qmof-eac3337,4.02388
qmof-ed13cd9,4.45892
qmof-892e427,4.33852
qmof-dd2be73,3.0307
qmof-15486a3,2.40926
qmof-2b4c687,5.04106
qmof-391a076,5.266
qmof-1470db1,3.70206
qmof-20020d6,2.35008
qmof-a5bcf6e,3.61572
qmof-d0264ec,4.76714
qmof-cc1e71f,6.32458
qmof-f69b853,3.62144
qmof-05f902b,4.44918
qmof-14584db,4.31353
qmof-b0bfb8e,2.91318
qmof-22103d2,3.36998
qmof-6213255,4.21171
qmof-0ef4ccf,5.42715
qmof-58cb01d,2.27482
qmof-3c2c204,5.16153
qmof-d3a3906,3.17392
qmof-ccd7445,2.94854
qmof-41fd55c,4.70437
qmof-3afdaa9,3.12974
qmof-201a793,4.45132
qmof-b001a65,2.94745
qmof-6b5f1a5,3.48094
qmof-4029d91,5.00976
qmof-94c1285,2.5536
qmof-bfbbb54,2.34826
qmof-c818b8d,4.16587
qmof-1d3b3d3,3.72762
qmof-c902643,5.04245
qmof-ff2ad5a,3.61315
qmof-1dc08c3,0.024764
qmof-0e31ab4,2.93123
qmof-8fc0c9f,2.6363
qmof-f78bef1,2.62086
qmof-09cb520,3.27624
qmof-3473fc0,3.50232
qmof-ee77db8,3.27468
qmof-a357037,3.61047
qmof-2c4892a,3.79911
qmof-405b604,4.82368
qmof-5bc7a5e,4.8425
qmof-c8bcd1e,4.11911
qmof-bdfe8f1,6.06632
qmof-f0a7d0f,2.86868
qmof-84d07ac,6.85809
qmof-128a8ad,4.13923
qmof-1fd83bc,3.60484
qmof-957e074,3.87227
qmof-b8d6c96,3.28141
qmof-57458e8,3.31129
qmof-b0d8838,4.74695
qmof-4ebaa8e,4.84817
qmof-259af4b,5.13586
qmof-02b20ba,4.70747
qmof-62aef15,4.28434
qmof-f0ac387,4.27954
qmof-c11f9ca,6.16788
qmof-ed57492,6.114
qmof-bc8c13d,6.29328
qmof-de9d67c,3.23546
qmof-01f8adf,6.42137
qmof-be09118,3.49711
qmof-581f867,3.90672
qmof-8121bd5,4.52663
qmof-9b4fafa,2.75537
qmof-0f4d4bb,4.30126
qmof-4c23f2e,6.54847
qmof-a29d976,4.35355
qmof-c4a1c17,6.60584
